Cumulative_number_for_14_days_of_COVID-19_cases_per_100000;cases;continentExp;countriesAndTerritories;countryterritoryCode;dateRep;day;deaths;geoId;month;popData2019;year
0;0;Asia;Afghanistan;AFG;23/1/2020;23;0;AF;1;38041757;2020
0;0;Asia;Afghanistan;AFG;22/1/2020;22;0;AF;1;38041757;2020
0;0;Asia;Afghanistan;AFG;21/1/2020;21;0;AF;1;38041757;2020
0;0;Asia;Afghanistan;AFG;20/1/2020;20;0;AF;1;38041757;2020
0;0;Asia;Afghanistan;AFG;19/1/2020;19;0;AF;1;38041757;2020
0;0;Asia;Afghanistan;AFG;18/1/2020;18;0;AF;1;38041757;2020
0;0;Asia;Afghanistan;AFG;17/1/2020;17;0;AF;1;38041757;2020
0;0;Asia;Afghanistan;AFG;16/1/2020;16;0;AF;1;38041757;2020
0;0;Asia;Afghanistan;AFG;15/1/2020;15;0;AF;1;38041757;2020
0;0;Asia;Afghanistan;AFG;14/1/2020;14;0;AF;1;38041757;2020
0;0;Asia;Afghanistan;AFG;13/1/2020;13;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;12/1/2020;12;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;11/1/2020;11;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;10/1/2020;10;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;9/1/2020;9;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;8/1/2020;8;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;7/1/2020;7;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;6/1/2020;6;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;5/1/2020;5;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;4/1/2020;4;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;3/1/2020;3;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;2/1/2020;2;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;1/1/2020;1;0;AF;1;38041757;2020
;0;Asia;Afghanistan;AFG;31/12/2019;31;0;AF;12;38041757;2019
38097041427;788;Europe;Albania;ALB;14/12/2020;14;14;AL;12;2862427;2020
38261237754;879;Europe;Albania;ALB;13/12/2020;13;12;AL;12;2862427;2020
3709439577;802;Europe;Albania;ALB;12/12/2020;12;12;AL;12;2862427;2020
36545910166;873;Europe;Albania;ALB;11/12/2020;11;14;AL;12;2862427;2020
35787812231;752;Europe;Albania;ALB;10/12/2020;10;15;AL;12;2862427;2020
35410510032;753;Europe;Albania;ALB;9/12/2020;9;14;AL;12;2862427;2020
35379068182;695;Europe;Albania;ALB;8/12/2020;8;17;AL;12;2862427;2020
3572842207;840;Europe;Albania;ALB;7/12/2020;7;16;AL;12;2862427;2020
34767698879;846;Europe;Albania;ALB;6/12/2020;6;19;AL;12;2862427;2020
34386903142;801;Europe;Albania;ALB;5/12/2020;5;18;AL;12;2862427;2020
34509177003;782;Europe;Albania;ALB;4/12/2020;4;13;AL;12;2862427;2020
34523151158;705;Europe;Albania;ALB;3/12/2020;3;17;AL;12;2862427;2020
34544112391;832;Europe;Albania;ALB;2/12/2020;2;12;AL;12;2862427;2020
34062004027;557;Europe;Albania;ALB;1/12/2020;1;12;AL;12;2862427;2020
34219213276;835;Europe;Albania;ALB;30/11/2020;30;11;AL;11;2862427;2020
33387751024;545;Europe;Albania;ALB;29/11/2020;29;16;AL;11;2862427;2020
33342335019;645;Europe;Albania;ALB;28/11/2020;28;18;AL;11;2862427;2020
32800836493;656;Europe;Albania;ALB;27/11/2020;27;10;AL;11;2862427;2020
3194142593;644;Europe;Albania;ALB;26/11/2020;26;8;AL;11;2862427;2020
31462811104;744;Europe;Albania;ALB;25/11/2020;25;19;AL;11;2862427;2020
30830480568;795;Europe;Albania;ALB;24/11/2020;24;17;AL;11;2862427;2020
29887225072;565;Europe;Albania;ALB;23/11/2020;23;14;AL;11;2862427;2020
29663638584;737;Europe;Albania;ALB;22/11/2020;22;13;AL;11;2862427;2020
28818202176;836;Europe;Albania;ALB;21/11/2020;21;15;AL;11;2862427;2020
27605944187;786;Europe;Albania;ALB;20/11/2020;20;11;AL;11;2862427;2020
26330802497;711;Europe;Albania;ALB;19/11/2020;19;9;AL;11;2862427;2020
25230337752;694;Europe;Albania;ALB;18/11/2020;18;6;AL;11;2862427;2020
24136860084;602;Europe;Albania;ALB;17/11/2020;17;8;AL;11;2862427;2020
2315517566;597;Europe;Albania;ALB;16/11/2020;16;11;AL;11;2862427;2020
22211920164;532;Europe;Albania;ALB;15/11/2020;15;7;AL;11;2862427;2020
21195300352;490;Europe;Albania;ALB;14/11/2020;14;7;AL;11;2862427;2020
20597905204;410;Europe;Albania;ALB;13/11/2020;13;8;AL;11;2862427;2020
20126277456;507;Europe;Albania;ALB;12/11/2020;12;11;AL;11;2862427;2020
19441543837;563;Europe;Albania;ALB;11/11/2020;11;8;AL;11;2862427;2020
18466846491;525;Europe;Albania;ALB;10/11/2020;10;12;AL;11;2862427;2020
17638877777;501;Europe;Albania;ALB;9/11/2020;9;2;AL;11;2862427;2020
16933182925;495;Europe;Albania;ALB;8/11/2020;8;8;AL;11;2862427;2020
16258929922;489;Europe;Albania;ALB;7/11/2020;7;6;AL;11;2862427;2020
15619612308;421;Europe;Albania;ALB;6/11/2020;6;7;AL;11;2862427;2020
15203881182;396;Europe;Albania;ALB;5/11/2020;5;4;AL;11;2862427;2020
14858020833;381;Europe;Albania;ALB;4/11/2020;4;5;AL;11;2862427;2020
14578537723;321;Europe;Albania;ALB;3/11/2020;3;9;AL;11;2862427;2020
14487705713;327;Europe;Albania;ALB;2/11/2020;2;9;AL;11;2862427;2020
14327002924;241;Europe;Albania;ALB;1/11/2020;1;7;AL;11;2862427;2020
14438796168;319;Europe;Albania;ALB;31/10/2020;31;3;AL;10;2862427;2020
14333990002;275;Europe;Albania;ALB;30/10/2020;30;6;AL;10;2862427;2020
14271106302;311;Europe;Albania;ALB;29/10/2020;29;6;AL;10;2862427;2020
13893804104;284;Europe;Albania;ALB;28/10/2020;28;7;AL;10;2862427;2020
13537463139;288;Europe;Albania;ALB;27/10/2020;27;3;AL;10;2862427;2020
1312871909;299;Europe;Albania;ALB;26/10/2020;26;4;AL;10;2862427;2020
12671065498;302;Europe;Albania;ALB;25/10/2020;25;4;AL;10;2862427;2020
12192450672;306;Europe;Albania;ALB;24/10/2020;24;4;AL;10;2862427;2020
11706848769;302;Europe;Albania;ALB;23/10/2020;23;3;AL;10;2862427;2020
11242208098;297;Europe;Albania;ALB;22/10/2020;22;4;AL;10;2862427;2020
1077058035;301;Europe;Albania;ALB;21/10/2020;21;4;AL;10;2862427;2020
10271004291;295;Europe;Albania;ALB;20/10/2020;20;3;AL;10;2862427;2020
9743479921;281;Europe;Albania;ALB;19/10/2020;19;3;AL;10;2862427;2020
928233279;273;Europe;Albania;ALB;18/10/2020;18;5;AL;10;2862427;2020
8859614586;289;Europe;Albania;ALB;17/10/2020;17;4;AL;10;2862427;2020
8405454532;257;Europe;Albania;ALB;16/10/2020;16;5;AL;10;2862427;2020
8056100645;203;Europe;Albania;ALB;15/10/2020;15;5;AL;10;2862427;2020
7804565846;182;Europe;Albania;ALB;14/10/2020;14;5;AL;10;2862427;2020
7612421208;171;Europe;Albania;ALB;13/10/2020;13;4;AL;10;2862427;2020
7476173191;168;Europe;Albania;ALB;12/10/2020;12;4;AL;10;2862427;2020
7259573781;165;Europe;Albania;ALB;11/10/2020;11;3;AL;10;2862427;2020
7060442065;167;Europe;Albania;ALB;10/10/2020;10;2;AL;10;2862427;2020
6910219894;169;Europe;Albania;ALB;9/10/2020;9;4;AL;10;2862427;2020
6787946033;162;Europe;Albania;ALB;8/10/2020;8;4;AL;10;2862427;2020
6644710939;158;Europe;Albania;ALB;7/10/2020;7;3;AL;10;2862427;2020
655038539;144;Europe;Albania;ALB;6/10/2020;6;4;AL;10;2862427;2020
6571346623;149;Europe;Albania;ALB;5/10/2020;5;4;AL;10;2862427;2020
6606282012;152;Europe;Albania;ALB;4/10/2020;4;3;AL;10;2862427;2020
6609775551;159;Europe;Albania;ALB;3/10/2020;3;1;AL;10;2862427;2020
6490995229;157;Europe;Albania;ALB;2/10/2020;2;1;AL;10;2862427;2020
6403656757;131;Europe;Albania;ALB;1/10/2020;1;3;AL;10;2862427;2020
6449072762;127;Europe;Albania;ALB;30/9/2020;30;4;AL;9;2862427;2020
6536411234;132;Europe;Albania;ALB;29/9/2020;29;3;AL;9;2862427;2020
6658685095;106;Europe;Albania;ALB;28/9/2020;28;2;AL;9;2862427;2020
6875284505;108;Europe;Albania;ALB;27/9/2020;27;2;AL;9;2862427;2020
7070922682;124;Europe;Albania;ALB;26/9/2020;26;3;AL;9;2862427;2020
720018362;134;Europe;Albania;ALB;25/9/2020;25;0;AL;9;2862427;2020
7277041476;121;Europe;Albania;ALB;24/9/2020;24;3;AL;9;2862427;2020
7381847642;131;Europe;Albania;ALB;23/9/2020;23;3;AL;9;2862427;2020
7437744264;150;Europe;Albania;ALB;22/9/2020;22;2;AL;9;2862427;2020
7441237803;159;Europe;Albania;ALB;21/9/2020;21;4;AL;9;2862427;2020
7420276569;153;Europe;Albania;ALB;20/9/2020;20;5;AL;9;2862427;2020
735739287;125;Europe;Albania;ALB;19/9/2020;19;5;AL;9;2862427;2020
7350405792;132;Europe;Albania;ALB;18/9/2020;18;5;AL;9;2862427;2020
729450917;144;Europe;Albania;ALB;17/9/2020;17;3;AL;9;2862427;2020
7217651315;152;Europe;Albania;ALB;16/9/2020;16;2;AL;9;2862427;2020
7011532521;167;Europe;Albania;ALB;15/9/2020;15;4;AL;9;2862427;2020
6892752199;168;Europe;Albania;ALB;14/9/2020;14;4;AL;9;2862427;2020
6658685095;164;Europe;Albania;ALB;13/9/2020;13;3;AL;9;2862427;2020
6379201985;161;Europe;Albania;ALB;12/9/2020;12;3;AL;9;2862427;2020
620801858;156;Europe;Albania;ALB;11/9/2020;11;2;AL;9;2862427;2020
620801858;151;Europe;Albania;ALB;10/9/2020;10;1;AL;9;2862427;2020
6267408741;147;Europe;Albania;ALB;9/9/2020;9;2;AL;9;2862427;2020
6291863513;151;Europe;Albania;ALB;8/9/2020;8;3;AL;9;2862427;2020
6386189063;153;Europe;Albania;ALB;7/9/2020;7;4;AL;9;2862427;2020
6382695524;135;Europe;Albania;ALB;6/9/2020;6;6;AL;9;2862427;2020
645605984;123;Europe;Albania;ALB;5/9/2020;5;5;AL;9;2862427;2020
6557372467;116;Europe;Albania;ALB;4/9/2020;4;5;AL;9;2862427;2020
6693620484;122;Europe;Albania;ALB;3/9/2020;3;6;AL;9;2862427;2020
6819387883;93;Europe;Albania;ALB;2/9/2020;2;6;AL;9;2862427;2020
7035987293;133;Europe;Albania;ALB;1/9/2020;1;4;AL;9;2862427;2020
6987077749;101;Europe;Albania;ALB;31/8/2020;31;5;AL;8;2862427;2020
7053454988;84;Europe;Albania;ALB;30/8/2020;30;4;AL;8;2862427;2020
7259573781;112;Europe;Albania;ALB;29/8/2020;29;5;AL;8;2862427;2020
7378354103;156;Europe;Albania;ALB;28/8/2020;28;3;AL;8;2862427;2020
7371367025;168;Europe;Albania;ALB;27/8/2020;27;4;AL;8;2862427;2020
7277041476;154;Europe;Albania;ALB;26/8/2020;26;5;AL;8;2862427;2020
7228131931;178;Europe;Albania;ALB;25/8/2020;25;4;AL;8;2862427;2020
7042974371;152;Europe;Albania;ALB;24/8/2020;24;5;AL;8;2862427;2020
6987077749;156;Europe;Albania;ALB;23/8/2020;23;5;AL;8;2862427;2020
6875284505;152;Europe;Albania;ALB;22/8/2020;22;2;AL;8;2862427;2020
6815894344;155;Europe;Albania;ALB;21/8/2020;21;4;AL;8;2862427;2020
6718075256;158;Europe;Albania;ALB;20/8/2020;20;2;AL;8;2862427;2020
6651698017;155;Europe;Albania;ALB;19/8/2020;19;2;AL;8;2862427;2020
6564359545;119;Europe;Albania;ALB;18/8/2020;18;2;AL;8;2862427;2020
6501475845;120;Europe;Albania;ALB;17/8/2020;17;3;AL;8;2862427;2020
6511956462;143;Europe;Albania;ALB;16/8/2020;16;6;AL;8;2862427;2020
6431605068;146;Europe;Albania;ALB;15/8/2020;15;6;AL;8;2862427;2020
6197537963;154;Europe;Albania;ALB;14/8/2020;14;5;AL;8;2862427;2020
5980938553;141;Europe;Albania;ALB;13/8/2020;13;3;AL;8;2862427;2020
586565177;140;Europe;Albania;ALB;12/8/2020;12;5;AL;8;2862427;2020
5785300376;125;Europe;Albania;ALB;11/8/2020;11;1;AL;8;2862427;2020
5757352065;136;Europe;Albania;ALB;10/8/2020;10;6;AL;8;2862427;2020
5722416676;124;Europe;Albania;ALB;9/8/2020;9;4;AL;8;2862427;2020
5523284961;135;Europe;Albania;ALB;8/8/2020;8;1;AL;8;2862427;2020
5414985256;127;Europe;Albania;ALB;7/8/2020;7;6;AL;8;2862427;2020
5348608017;139;Europe;Albania;ALB;6/8/2020;6;6;AL;8;2862427;2020
5100566757;130;Europe;Albania;ALB;5/8/2020;5;4;AL;8;2862427;2020
5062137829;101;Europe;Albania;ALB;4/8/2020;4;6;AL;8;2862427;2020
4992267052;123;Europe;Albania;ALB;3/8/2020;3;5;AL;8;2862427;2020
4849031958;120;Europe;Albania;ALB;2/8/2020;2;4;AL;8;2862427;2020
4786148258;79;Europe;Albania;ALB;1/8/2020;1;3;AL;8;2862427;2020
4702303325;92;Europe;Albania;ALB;31/7/2020;31;4;AL;7;2862427;2020
4726758097;108;Europe;Albania;ALB;30/7/2020;30;2;AL;7;2862427;2020
4646406703;117;Europe;Albania;ALB;29/7/2020;29;4;AL;7;2862427;2020
4573042387;117;Europe;Albania;ALB;28/7/2020;28;6;AL;7;2862427;2020
4573042387;126;Europe;Albania;ALB;27/7/2020;27;4;AL;7;2862427;2020
4422820215;67;Europe;Albania;ALB;26/7/2020;26;6;AL;7;2862427;2020
4513652226;104;Europe;Albania;ALB;25/7/2020;25;5;AL;7;2862427;2020
4464742682;108;Europe;Albania;ALB;24/7/2020;24;3;AL;7;2862427;2020
4373910671;68;Europe;Albania;ALB;23/7/2020;23;3;AL;7;2862427;2020
4373910671;119;Europe;Albania;ALB;22/7/2020;22;4;AL;7;2862427;2020
4216701422;81;Europe;Albania;ALB;21/7/2020;21;1;AL;7;2862427;2020
4181766033;82;Europe;Albania;ALB;20/7/2020;20;1;AL;7;2862427;2020
4153817722;102;Europe;Albania;ALB;19/7/2020;19;4;AL;7;2862427;2020
4031543861;55;Europe;Albania;ALB;18/7/2020;18;3;AL;7;2862427;2020
4153817722;99;Europe;Albania;ALB;17/7/2020;17;3;AL;7;2862427;2020
4094427561;85;Europe;Albania;ALB;16/7/2020;16;4;AL;7;2862427;2020
3954686006;96;Europe;Albania;ALB;15/7/2020;15;2;AL;7;2862427;2020
3860360456;117;Europe;Albania;ALB;14/7/2020;14;2;AL;7;2862427;2020
3675202896;83;Europe;Albania;ALB;13/7/2020;13;4;AL;7;2862427;2020
3636773968;93;Europe;Albania;ALB;12/7/2020;12;4;AL;7;2862427;2020
3524980724;90;Europe;Albania;ALB;11/7/2020;11;2;AL;7;2862427;2020
3479564719;82;Europe;Albania;ALB;10/7/2020;10;0;AL;7;2862427;2020
3465590564;68;Europe;Albania;ALB;9/7/2020;9;2;AL;7;2862427;2020
3462097025;74;Europe;Albania;ALB;8/7/2020;8;2;AL;7;2862427;2020
3385239169;71;Europe;Albania;ALB;7/7/2020;7;3;AL;7;2862427;2020
3374758553;74;Europe;Albania;ALB;6/7/2020;6;2;AL;7;2862427;2020
3242004076;67;Europe;Albania;ALB;5/7/2020;5;2;AL;7;2862427;2020
3193094531;90;Europe;Albania;ALB;4/7/2020;4;3;AL;7;2862427;2020
3053352976;82;Europe;Albania;ALB;3/7/2020;3;4;AL;7;2862427;2020
2997456354;45;Europe;Albania;ALB;2/7/2020;2;3;AL;7;2862427;2020
3014924049;69;Europe;Albania;ALB;1/7/2020;1;4;AL;7;2862427;2020
3060340054;64;Europe;Albania;ALB;30/6/2020;30;3;AL;6;2862427;2020
3077807748;72;Europe;Albania;ALB;29/6/2020;29;2;AL;6;2862427;2020
3025404665;61;Europe;Albania;ALB;28/6/2020;28;2;AL;6;2862427;2020
297998866;77;Europe;Albania;ALB;27/6/2020;27;2;AL;6;2862427;2020
2819285872;78;Europe;Albania;ALB;26/6/2020;26;2;AL;6;2862427;2020
270050555;67;Europe;Albania;ALB;25/6/2020;25;2;AL;6;2862427;2020
2613167078;52;Europe;Albania;ALB;24/6/2020;24;1;AL;6;2862427;2020
2557270456;68;Europe;Albania;ALB;23/6/2020;23;0;AL;6;2862427;2020
2379099974;36;Europe;Albania;ALB;22/6/2020;22;1;AL;6;2862427;2020
2302242118;53;Europe;Albania;ALB;21/6/2020;21;1;AL;6;2862427;2020
2186955335;50;Europe;Albania;ALB;20/6/2020;20;3;AL;6;2862427;2020
2064681475;66;Europe;Albania;ALB;19/6/2020;19;1;AL;6;2862427;2020
1879523914;50;Europe;Albania;ALB;18/6/2020;18;1;AL;6;2862427;2020
1774717748;82;Europe;Albania;ALB;17/6/2020;17;1;AL;6;2862427;2020
1561611877;69;Europe;Albania;ALB;16/6/2020;16;0;AL;6;2862427;2020
1341518928;57;Europe;Albania;ALB;15/6/2020;15;0;AL;6;2862427;2020
1194790295;48;Europe;Albania;ALB;14/6/2020;14;0;AL;6;2862427;2020
1107451823;31;Europe;Albania;ALB;13/6/2020;13;1;AL;6;2862427;2020
1079503512;44;Europe;Albania;ALB;12/6/2020;12;1;AL;6;2862427;2020
1016619812;42;Europe;Albania;ALB;11/6/2020;11;0;AL;6;2862427;2020
943255496;36;Europe;Albania;ALB;10/6/2020;10;0;AL;6;2862427;2020
904826569;17;Europe;Albania;ALB;9/6/2020;9;0;AL;6;2862427;2020
866397641;14;Europe;Albania;ALB;8/6/2020;8;0;AL;6;2862427;2020
848929947;20;Europe;Albania;ALB;7/6/2020;7;1;AL;6;2862427;2020
80700748;15;Europe;Albania;ALB;6/6/2020;6;0;AL;6;2862427;2020
796526863;13;Europe;Albania;ALB;5/6/2020;5;0;AL;6;2862427;2020
768578552;20;Europe;Albania;ALB;4/6/2020;4;0;AL;6;2862427;2020
751110858;21;Europe;Albania;ALB;3/6/2020;3;0;AL;6;2862427;2020
681240081;6;Europe;Albania;ALB;2/6/2020;2;0;AL;6;2862427;2020
667265925;15;Europe;Albania;ALB;1/6/2020;1;0;AL;6;2862427;2020
660278847;23;Europe;Albania;ALB;31/5/2020;31;0;AL;5;2862427;2020
639317614;23;Europe;Albania;ALB;30/5/2020;30;0;AL;5;2862427;2020
62184992;26;Europe;Albania;ALB;29/5/2020;29;0;AL;5;2862427;2020
593901609;21;Europe;Albania;ALB;28/5/2020;28;0;AL;5;2862427;2020
534511448;25;Europe;Albania;ALB;27/5/2020;27;1;AL;5;2862427;2020
461147131;6;Europe;Albania;ALB;26/5/2020;26;0;AL;5;2862427;2020
454160054;9;Europe;Albania;ALB;25/5/2020;25;1;AL;5;2862427;2020
46464067;8;Europe;Albania;ALB;24/5/2020;24;0;AL;5;2862427;2020
457653593;12;Europe;Albania;ALB;23/5/2020;23;0;AL;5;2862427;2020
443679437;5;Europe;Albania;ALB;22/5/2020;22;0;AL;5;2862427;2020
461147131;15;Europe;Albania;ALB;21/5/2020;21;0;AL;5;2862427;2020
450666515;1;Europe;Albania;ALB;20/5/2020;20;0;AL;5;2862427;2020
506563137;2;Europe;Albania;ALB;19/5/2020;19;0;AL;5;2862427;2020
52752437;13;Europe;Albania;ALB;18/5/2020;18;0;AL;5;2862427;2020
503069598;17;Europe;Albania;ALB;17/5/2020;17;0;AL;5;2862427;2020
468134209;18;Europe;Albania;ALB;16/5/2020;16;0;AL;5;2862427;2020
436692359;18;Europe;Albania;ALB;15/5/2020;15;0;AL;5;2862427;2020
398263432;4;Europe;Albania;ALB;14/5/2020;14;0;AL;5;2862427;2020
440185898;4;Europe;Albania;ALB;13/5/2020;13;0;AL;5;2862427;2020
475121287;4;Europe;Albania;ALB;12/5/2020;12;0;AL;5;2862427;2020
49608252;12;Europe;Albania;ALB;11/5/2020;11;0;AL;5;2862427;2020
503069598;6;Europe;Albania;ALB;10/5/2020;10;0;AL;5;2862427;2020
600888686;8;Europe;Albania;ALB;9/5/2020;9;0;AL;5;2862427;2020
625343459;10;Europe;Albania;ALB;8/5/2020;8;0;AL;5;2862427;2020
691720697;12;Europe;Albania;ALB;7/5/2020;7;0;AL;5;2862427;2020
737136703;17;Europe;Albania;ALB;6/5/2020;6;0;AL;5;2862427;2020
765085014;8;Europe;Albania;ALB;5/5/2020;5;0;AL;5;2862427;2020
813994558;6;Europe;Albania;ALB;4/5/2020;4;0;AL;5;2862427;2020
841942869;7;Europe;Albania;ALB;3/5/2020;3;0;AL;5;2862427;2020
848929947;9;Europe;Albania;ALB;2/5/2020;2;0;AL;5;2862427;2020
890852413;7;Europe;Albania;ALB;1/5/2020;1;0;AL;5;2862427;2020
950242574;16;Europe;Albania;ALB;30/4/2020;30;1;AL;4;2862427;2020
96072319;14;Europe;Albania;ALB;29/4/2020;29;2;AL;4;2862427;2020
939761957;10;Europe;Albania;ALB;28/4/2020;28;0;AL;4;2862427;2020
978190885;14;Europe;Albania;ALB;27/4/2020;27;1;AL;4;2862427;2020
974697346;34;Europe;Albania;ALB;26/4/2020;26;0;AL;4;2862427;2020
915307185;15;Europe;Albania;ALB;25/4/2020;25;0;AL;4;2862427;2020
887358874;29;Europe;Albania;ALB;24/4/2020;24;0;AL;4;2862427;2020
817488097;25;Europe;Albania;ALB;23/4/2020;23;1;AL;4;2862427;2020
789539786;25;Europe;Albania;ALB;22/4/2020;22;0;AL;4;2862427;2020
723162547;22;Europe;Albania;ALB;21/4/2020;21;0;AL;4;2862427;2020
702201314;14;Europe;Albania;ALB;20/4/2020;20;0;AL;4;2862427;2020
751110858;9;Europe;Albania;ALB;19/4/2020;19;0;AL;4;2862427;2020
820981636;21;Europe;Albania;ALB;18/4/2020;18;0;AL;4;2862427;2020
841942869;24;Europe;Albania;ALB;17/4/2020;17;1;AL;4;2862427;2020
820981636;19;Europe;Albania;ALB;16/4/2020;16;1;AL;4;2862427;2020
810501019;8;Europe;Albania;ALB;15/4/2020;15;1;AL;4;2862427;2020
852423485;21;Europe;Albania;ALB;14/4/2020;14;0;AL;4;2862427;2020
817488097;13;Europe;Albania;ALB;13/4/2020;13;0;AL;4;2862427;2020
824475174;17;Europe;Albania;ALB;12/4/2020;12;0;AL;4;2862427;2020
803513941;7;Europe;Albania;ALB;11/4/2020;11;0;AL;4;2862427;2020
820981636;9;Europe;Albania;ALB;10/4/2020;10;1;AL;4;2862427;2020
887358874;17;Europe;Albania;ALB;9/4/2020;9;0;AL;4;2862427;2020
908320107;6;Europe;Albania;ALB;8/4/2020;8;0;AL;4;2862427;2020
967710268;16;Europe;Albania;ALB;7/4/2020;7;1;AL;4;2862427;2020
950242574;28;Europe;Albania;ALB;6/4/2020;6;2;AL;4;2862427;2020
897839491;29;Europe;Albania;ALB;5/4/2020;5;2;AL;4;2862427;2020
817488097;27;Europe;Albania;ALB;4/4/2020;4;1;AL;4;2862427;2020
723162547;18;Europe;Albania;ALB;3/4/2020;3;1;AL;4;2862427;2020
698707775;16;Europe;Albania;ALB;2/4/2020;2;0;AL;4;2862427;2020
656785308;20;Europe;Albania;ALB;1/4/2020;1;3;AL;4;2862427;2020
600888686;11;Europe;Albania;ALB;31/3/2020;31;2;AL;3;2862427;2020
593901609;15;Europe;Albania;ALB;30/3/2020;30;0;AL;3;2862427;2020
555472681;11;Europe;Albania;ALB;29/3/2020;29;1;AL;3;2862427;2020
534511448;12;Europe;Albania;ALB;28/3/2020;28;3;AL;3;2862427;2020
52752437;28;Europe;Albania;ALB;27/3/2020;27;1;AL;3;2862427;2020
471627748;23;Europe;Albania;ALB;26/3/2020;26;0;AL;3;2862427;2020
394769893;23;Europe;Albania;ALB;25/3/2020;25;1;AL;3;2862427;2020
328392654;11;Europe;Albania;ALB;24/3/2020;24;2;AL;3;2862427;2020
303937882;13;Europe;Albania;ALB;23/3/2020;23;0;AL;3;2862427;2020
265508954;6;Europe;Albania;ALB;22/3/2020;22;0;AL;3;2862427;2020
;0;Europe;Albania;ALB;21/3/2020;21;0;AL;3;2862427;2020
;11;Europe;Albania;ALB;20/3/2020;20;0;AL;3;2862427;2020
;4;Europe;Albania;ALB;19/3/2020;19;1;AL;3;2862427;2020
;4;Europe;Albania;ALB;18/3/2020;18;0;AL;3;2862427;2020
;9;Europe;Albania;ALB;17/3/2020;17;0;AL;3;2862427;2020
;4;Europe;Albania;ALB;16/3/2020;16;0;AL;3;2862427;2020
;5;Europe;Albania;ALB;15/3/2020;15;0;AL;3;2862427;2020
;10;Europe;Albania;ALB;14/3/2020;14;0;AL;3;2862427;2020
;12;Europe;Albania;ALB;13/3/2020;13;0;AL;3;2862427;2020
;1;Europe;Albania;ALB;12/3/2020;12;1;AL;3;2862427;2020
;4;Europe;Albania;ALB;11/3/2020;11;0;AL;3;2862427;2020
;4;Europe;Albania;ALB;10/3/2020;10;0;AL;3;2862427;2020
;2;Europe;Albania;ALB;9/3/2020;9;0;AL;3;2862427;2020
2295075281;464;Africa;Algeria;DZA;14/12/2020;14;12;DZ;12;43053054;2020
2421663281;517;Africa;Algeria;DZA;13/12/2020;13;9;DZ;12;43053054;2020
2544070393;542;Africa;Algeria;DZA;12/12/2020;12;11;DZ;12;43053054;2020
2663922518;565;Africa;Algeria;DZA;11/12/2020;11;10;DZ;12;43053054;2020
2784703729;598;Africa;Algeria;DZA;10/12/2020;10;15;DZ;12;43053054;2020
2883883685;591;Africa;Algeria;DZA;9/12/2020;9;12;DZ;12;43053054;2020
300977487;573;Africa;Algeria;DZA;8/12/2020;8;11;DZ;12;43053054;2020
3110116184;750;Africa;Algeria;DZA;7/12/2020;7;15;DZ;12;43053054;2020
3188623971;772;Africa;Algeria;DZA;6/12/2020;6;9;DZ;12;43053054;2020
3245995046;803;Africa;Algeria;DZA;5/12/2020;5;12;DZ;12;43053054;2020
3315676514;843;Africa;Algeria;DZA;4/12/2020;4;16;DZ;12;43053054;2020
3357485395;932;Africa;Algeria;DZA;3/12/2020;3;17;DZ;12;43053054;2020
338210618;963;Africa;Algeria;DZA;2/12/2020;2;16;DZ;12;43053054;2020
3391164771;968;Africa;Algeria;DZA;1/12/2020;1;21;DZ;12;43053054;2020
337769302;1009;Africa;Algeria;DZA;30/11/2020;30;17;DZ;11;43053054;2020
3343084558;1044;Africa;Algeria;DZA;29/11/2020;29;21;DZ;11;43053054;2020
3296630246;1058;Africa;Algeria;DZA;28/11/2020;28;20;DZ;11;43053054;2020
3252266378;1085;Africa;Algeria;DZA;27/11/2020;27;23;DZ;11;43053054;2020
3197914833;1025;Africa;Algeria;DZA;26/11/2020;26;20;DZ;11;43053054;2020
3148208719;1133;Africa;Algeria;DZA;25/11/2020;25;15;DZ;11;43053054;2020
3059945527;1005;Africa;Algeria;DZA;24/11/2020;24;19;DZ;11;43053054;2020
2975630951;1088;Africa;Algeria;DZA;23/11/2020;23;35;DZ;11;43053054;2020
2878541439;1019;Africa;Algeria;DZA;22/11/2020;22;1;DZ;11;43053054;2020
2776806496;1103;Africa;Algeria;DZA;21/11/2020;21;15;DZ;11;43053054;2020
2667174319;1023;Africa;Algeria;DZA;20/11/2020;20;18;DZ;11;43053054;2020
2578678855;1038;Africa;Algeria;DZA;19/11/2020;19;20;DZ;11;43053054;2020
2464865791;1002;Africa;Algeria;DZA;18/11/2020;18;18;DZ;11;43053054;2020
232619967;910;Africa;Algeria;DZA;17/11/2020;17;14;DZ;11;43053054;2020
